Salary,HouseRent,Medical Bills,Recharges,Food,Cigg or Alcohol,Shopping,Others,Savings
44000,3000,9407,814,5938,529,6340,104,17868
71000,7000,3348,525,8217,632,9626,3461,38191
49000,5000,2802,721,2377,5631,9559,1079,21831
84000,3000,1526,495,2708,8005,5266,2851,60149
44000,3000,3860,827,7831,0,9226,1872,17384
47000,3000,6875,866,2510,5103,7432,4362,16852
89000,9000,1722,665,7995,0,9419,2130,58069
62000,0,2722,274,8630,0,2940,3068,44366
31000,9000,7163,716,5395,0,3729,774,4223
67000,0,863,941,5654,0,7158,143,52241
87000,0,8689,425,7608,1811,9163,4312,54992
78000,5000,5042,738,3063,0,5816,3449,54892
62000,9000,2763,483,6422,113,8784,88,34347
31000,5000,8774,530,9699,0,8109,2501,-3613
89000,7000,8205,620,6779,6085,7843,710,51758
62000,9000,4037,486,7293,1335,7559,3129,29161
44000,5000,641,981,8977,2827,4569,2568,18437
28000,0,8986,370,4786,7125,8417,2893,-4577
61000,0,4479,171,6084,1842,8822,3380,36222
19000,5000,8647,493,3861,0,9081,843,-8925
37000,3000,5241,170,3272,4907,7254,618,12538
16000,3000,2492,185,6616,0,6896,2819,-6008
56000,0,6108,449,7800,2841,7153,1951,29698
46000,7000,952,997,8491,0,5703,4246,18611
53000,3000,6567,771,6940,7399,7710,518,20095
59000,5000,174,514,6033,383,6814,4827,35255
33000,5000,5404,889,4080,9755,2388,3174,2310
72000,7000,3489,302,9592,6734,6217,1107,37559
66000,9000,420,869,5723,0,4598,1212,44178
65000,9000,41,892,8647,1403,7052,4038,33927
75000,5000,1073,175,2804,529,5946,3468,56005
42000,3000,6155,233,6053,2936,3623,4975,15025
52000,7000,2346,209,4744,558,2261,678,34204
17000,9000,9738,595,5483,0,3042,836,-11694
30000,3000,744,470,3880,138,8657,3554,9557
30000,5000,2602,783,5258,4846,2560,2861,6090
20000,9000,6029,617,9446,1238,8512,197,-15039
95000,5000,50,627,6048,2312,3282,1467,76214
41000,7000,3668,368,5851,899,3655,1358,18201
92000,9000,6821,404,7606,2543,5814,3082,56730
38000,5000,3681,609,8995,194,9394,1761,8366
59000,5000,7651,635,4578,1767,3827,3187,32355
109000,3000,7843,836,4604,3679,8279,1894,78865
56000,3000,5026,314,5415,0,3987,115,38143
52000,0,7166,896,6772,7902,2910,681,25673
54000,9000,5988,451,2196,0,7536,4510,24319
46000,3000,6714,722,4249,6868,8089,751,15607
73000,7000,6286,287,7392,3103,9299,2675,36958
36000,7000,7280,608,2940,14,8718,1933,7507
74000,7000,3848,888,2110,709,7613,1273,50559
105000,7000,7276,934,8015,0,4910,2560,74305
102000,9000,7165,351,3451,5985,3446,4476,68126
22000,5000,234,885,4134,9711,7917,4936,-10817
94000,7000,4405,430,6814,265,8298,2923,63865
90000,9000,4206,182,7715,7802,5974,4641,50480
95000,5000,934,705,2980,0,5708,1751,77922
97000,9000,1247,307,9411,5912,3638,39,67446
104000,5000,106,832,4281,0,4724,3331,85726
62000,7000,9052,505,8691,6653,7099,1728,21272
92000,9000,2417,662,6024,0,3663,1386,68848
68000,0,4515,862,6623,0,9946,443,45611
89000,5000,9020,874,9049,925,8030,1141,54961
64000,9000,7011,661,2502,3376,6623,1239,33588
34000,5000,8428,524,7225,5720,7099,3978,-3974
86000,3000,5385,993,5606,0,8906,4393,57717
95000,5000,5276,224,2132,9456,7226,4150,61536
109000,0,8640,915,6580,9930,3273,1725,77937
32000,9000,6109,449,6216,2426,4615,1103,2082
94000,7000,6939,448,5101,972,5686,1749,66105
39000,9000,8761,767,6624,0,8568,854,4426
61000,7000,560,211,8832,456,3799,3140,37002
62000,5000,7131,303,8406,0,9395,264,31501
87000,0,8714,173,8476,2570,5050,4110,57907
76000,5000,2688,390,3158,5967,8230,2299,48268
56000,7000,7174,954,5076,0,10000,3395,22401
34000,9000,1913,728,2640,3566,6566,791,8796
78000,7000,9662,439,2886,6404,9069,1044,41496
86000,7000,9202,324,2920,334,4411,4095,57714
42000,3000,5112,707,8017,2357,3504,2075,17228
62000,3000,4941,800,7499,6319,6271,3543,29627
43000,5000,9731,180,7765,0,6830,3138,10356
51000,3000,4700,610,2266,5839,9579,4163,20843
28000,3000,1576,288,5698,0,9531,3346,4561
23000,9000,9636,769,2356,0,6378,4016,-9155
105000,5000,7125,524,5746,733,6035,3236,76601
25000,5000,7373,358,7404,4064,3683,3720,-6602
63000,7000,6275,673,7912,0,5306,1204,34630
72000,7000,6398,432,9144,1695,5257,4732,37342
47000,7000,7764,972,3354,8646,6792,1001,11471
29000,0,9988,926,2564,191,4283,683,10365
66000,9000,7945,388,3945,5325,2818,215,36364
41000,7000,2702,301,6498,259,9800,833,13607
35000,0,4264,348,4445,8568,6109,4408,6858
78000,0,6923,648,6780,240,3865,1697,57847
89000,7000,6272,300,5131,923,9157,100,60117
98000,7000,5814,769,4449,8660,8349,4556,58403
35000,9000,7290,447,2641,6306,8095,1413,-192
15000,0,2709,231,5458,2796,9135,4453,-9782
90000,0,3641,898,5015,3088,9201,4951,63206
104000,7000,1778,570,9607,0,7506,4588,72951
67000,7000,2150,944,8424,4856,6112,1844,35670
15000,5000,7748,744,6403,0,6856,3577,-15328
93000,9000,1642,192,3820,8988,6063,1627,61668
51000,3000,3706,765,7233,0,8445,1453,26398
76000,9000,5756,324,6788,7068,6707,4007,36350
41000,5000,5777,437,6272,480,5896,508,16630
44000,9000,9665,749,3022,0,4280,796,16488
36000,9000,7826,972,6131,666,3589,1544,6272
24000,0,9970,913,6420,5635,6427,2611,-7976
50000,0,2917,270,9145,8475,2407,2373,24413
71000,5000,7518,986,4901,127,8112,1932,42424
89000,0,4943,870,3125,2580,7486,538,69458
85000,0,9511,607,6662,367,9154,1424,57275
100000,7000,5725,754,8492,9869,4659,1703,61798
65000,0,7452,647,9702,5918,3630,4964,32687
41000,7000,6525,519,3328,4941,3731,509,14447
109000,5000,3011,428,9643,183,9948,4431,76356
65000,0,4332,959,6355,9873,6186,880,36415
104000,0,4115,296,5488,0,4435,2497,87169
72000,3000,4721,718,2670,3706,5295,1405,50485
106000,9000,8365,622,2877,901,2249,795,81191
75000,0,3849,504,6170,0,7585,4818,52074
34000,7000,9434,357,9796,9345,5649,1129,-8710
96000,0,7902,345,5025,292,5623,1484,75329
45000,7000,9266,341,9466,1934,7071,2598,7324
88000,3000,5168,904,3434,4969,2467,2777,65281
58000,5000,2141,223,4118,214,8163,537,37604
65000,7000,4194,169,8914,291,5387,1405,37640
28000,0,6922,726,8035,1090,2530,1289,7408
56000,7000,9606,724,5596,7333,5064,3405,17272
82000,3000,2946,300,3872,0,9967,4474,57441
23000,7000,9429,490,9940,6716,4060,618,-15253
78000,9000,7924,304,4136,820,2797,3102,49917
77000,3000,1483,668,2917,3956,6589,156,58231
25000,5000,9539,201,4861,431,5198,2300,-2530
84000,3000,6850,387,7318,0,5494,3947,57004
62000,0,5130,363,9370,0,9813,2639,34685
89000,3000,9179,521,3264,5625,3185,4820,59406
34000,9000,2685,734,5937,4580,7319,3389,356
69000,5000,4287,280,8564,0,4219,3776,42874
97000,5000,1074,339,7474,4681,4994,4021,69417
24000,0,7113,345,4127,707,3857,1026,6825
21000,7000,2061,673,5890,8650,4019,3629,-10922
57000,0,9629,464,6218,543,6389,1980,31777
105000,3000,4804,157,8492,403,9322,1681,77141
106000,0,1721,628,4120,0,2607,1951,94973
100000,5000,1800,619,2805,5398,8466,1341,74571
28000,5000,1806,973,2261,2570,5631,4058,5701
17000,0,2255,904,6529,0,3301,646,3365
36000,3000,4814,159,2225,5260,7973,3403,9166
56000,5000,234,524,4394,920,6403,815,37710
37000,0,2570,711,7082,0,6948,4363,15326
89000,7000,7882,653,3960,352,5346,2397,61410
78000,0,4637,909,7141,5013,4408,1129,54763
74000,9000,4692,330,3411,6286,6816,2602,40863
54000,5000,6886,658,7708,632,9899,4279,18938
100000,7000,2932,587,9795,235,7829,3543,68079
73000,5000,1418,339,3109,655,4968,3032,54479
15000,7000,2865,339,8302,5289,6687,2695,-18177
62000,7000,3768,566,4626,1360,9096,1997,33587
86000,5000,6519,627,5695,6612,6165,3128,52254
84000,3000,357,545,8591,1118,7433,231,62725
67000,9000,8548,682,4349,760,3727,4202,35732
76000,3000,4358,954,8432,1050,7206,586,50414
42000,0,6567,983,6841,0,2267,3744,21598
88000,0,582,942,6358,9355,8659,4147,57957
73000,9000,1284,993,3176,763,8637,4262,44885
76000,7000,8044,683,4159,0,6732,1378,48004
77000,3000,9183,535,8271,0,4473,3043,48495
66000,7000,9752,577,8626,0,5544,3925,30576
75000,0,5557,516,8958,0,7794,3174,49001
94000,3000,4449,762,2308,4644,7379,4508,66950
73000,7000,793,899,2305,2997,8209,2985,47812
66000,7000,5377,434,3259,907,4267,1025,43731
76000,7000,9674,939,3059,0,5297,4465,45566
43000,0,6406,241,9555,4794,6496,1542,13966
35000,7000,2924,384,7717,847,4427,2639,9062
32000,7000,3970,869,2241,3494,4514,997,8915
84000,5000,2957,254,8762,5841,8310,4203,48673
39000,5000,3134,396,4281,7608,6110,3523,8948
68000,5000,1541,583,6826,6258,5932,1428,40432
77000,0,8528,332,7725,832,9952,4414,45217
39000,0,4667,690,2948,1200,8812,4499,16184
88000,9000,5282,840,9845,4096,9756,2116,47065
51000,5000,8540,788,3615,8480,3034,199,21344
88000,9000,1789,969,4103,735,3554,3191,64659
52000,7000,8920,712,2412,0,4103,643,28210
86000,5000,4483,975,7792,5768,7347,3991,50644
45000,7000,1005,544,9085,2323,2015,4200,18828
93000,5000,4501,204,4290,6611,2185,2058,68151
100000,7000,3873,759,5520,7065,5211,348,70224
41000,3000,7855,407,9704,1404,7916,2442,8272
23000,5000,9503,232,8605,5979,9232,1796,-17347
79000,0,8001,352,2201,6893,3394,164,57995
69000,7000,2940,223,5031,711,4594,2879,45622
83000,5000,5353,378,6653,4375,4471,190,56580
68000,3000,6574,483,4516,1391,2508,4486,45042
98000,7000,8074,898,6951,3623,4658,577,66219
51000,0,9893,578,2612,0,9641,542,27734
36000,3000,9834,747,9749,863,8053,4089,-335
63000,9000,4078,473,9153,1331,5643,3114,30208
32000,0,7854,347,5692,102,9299,2681,6025
54000,3000,4187,688,4476,9820,5823,1412,24594
83000,0,4127,414,9599,175,2740,1844,64101
50000,5000,9746,968,8125,0,9716,3889,12556
51000,5000,4044,976,2572,0,3349,1409,33650
104000,0,6023,939,9012,9675,6151,4773,67427
74000,7000,4093,244,6609,2668,2990,1031,49365
84000,3000,170,232,2731,0,9234,256,68377
75000,7000,8088,348,9407,649,7972,1542,39994
72000,9000,2369,847,8185,0,2416,382,48801
107000,9000,1152,842,9345,603,6909,2805,76344
44000,0,2956,1000,8276,3876,8900,3485,15507
109000,7000,134,164,8586,171,8129,2432,82384
32000,3000,9512,818,5992,0,6833,4742,1103
23000,7000,354,522,7108,45,8212,1429,-1670
26000,5000,1400,223,4136,0,9754,4285,1202
102000,5000,4394,795,5514,5071,4018,4004,73204
92000,0,5402,174,5589,7652,8484,4648,60051
56000,5000,5755,707,8865,8805,8523,278,18067
57000,3000,3221,956,4773,0,5060,4112,35878
31000,3000,4580,276,5728,1502,5886,3251,6777
74000,3000,2981,416,5144,0,8250,853,53356
73000,9000,520,421,8390,4559,5213,3544,41353
79000,5000,6298,383,7604,645,7638,3908,47524
77000,5000,5677,278,9683,4412,8262,535,43153
74000,9000,1126,770,8592,0,9843,4307,40362
106000,5000,6689,789,5787,25,4947,865,81898
77000,0,1861,933,7313,2256,5940,1309,57388
101000,3000,3952,576,3840,2642,2454,2775,81761
53000,7000,2958,395,9261,3764,3932,1685,24005
45000,5000,2826,903,3153,1658,6582,3007,21871
78000,0,4262,824,7262,711,3127,4268,57546
36000,7000,956,382,6927,9759,8185,4255,-1464
73000,7000,2855,246,2604,8455,2946,1332,47562
98000,9000,5597,405,3596,3076,7934,137,68255
43000,3000,3306,219,3057,0,9518,533,23367
63000,5000,9759,587,9791,143,9771,3033,24916
37000,7000,1330,630,2395,0,6670,557,18418
48000,3000,1851,704,3105,944,9080,836,28480
15000,5000,8487,547,8507,9182,7787,686,-25196
36000,3000,2789,777,2037,6739,3043,806,16809
40000,3000,5794,501,9350,0,5390,1542,14423
22000,9000,8509,688,5565,843,4775,787,-8167
107000,5000,6303,970,5788,360,9337,1617,77625
31000,9000,5419,603,2300,3309,5532,3293,1544
25000,5000,9071,161,9358,0,9136,4663,-12389
93000,9000,1890,837,4658,6195,6978,4178,59264
69000,9000,5453,989,5039,0,4403,2903,41213
43000,0,9970,929,9474,1385,8082,2320,10840
16000,9000,1410,762,7386,3043,4186,4619,-14406
52000,0,6657,989,6867,0,9864,1905,25718
14000,0,5257,609,7758,3665,7424,1079,-11792
60000,9000,5185,466,6456,5270,7060,744,25819
63000,7000,794,292,4154,2826,7021,195,40718
95000,9000,9613,737,8059,0,7350,722,59519
19000,5000,6887,391,8196,73,4846,1052,-7445
92000,7000,6689,836,5007,4320,6245,896,61007
15000,5000,7147,634,5419,0,3336,2107,-8643
25000,5000,8779,393,3273,6310,2205,458,-1418
66000,5000,1875,892,3258,1794,9957,1834,41390
90000,7000,4745,802,6211,0,2783,2834,65625
84000,9000,1550,392,5278,5878,3455,3013,55434
38000,3000,8329,815,7838,1226,6060,2344,8388
86000,3000,2887,580,5000,402,4204,3620,66307
62000,7000,5257,585,5814,210,3530,16,39588
59000,5000,1813,509,8106,6582,6117,903,29970
92000,0,8292,546,9598,478,9992,1087,62007
45000,0,7561,641,4055,0,6011,940,25792
18000,7000,7143,733,6898,0,5811,3431,-13016
88000,5000,4334,937,4237,4243,4112,913,64224
17000,0,5763,172,2889,576,2966,2608,2026
104000,5000,7991,619,2726,0,7867,4375,75422
79000,3000,5333,697,7965,7982,2742,4338,46943
39000,0,1875,223,3686,2438,2558,3909,24311
82000,7000,9712,503,7687,7788,6928,3399,38983
91000,7000,1517,847,2072,0,8078,2508,68978
49000,3000,3516,983,9056,832,2873,1607,27133
99000,9000,4929,389,2628,2408,9869,2070,67707
74000,0,181,522,4069,1703,4044,2909,60572
74000,5000,6266,311,8151,0,5250,3792,45230
81000,3000,1039,746,4193,1871,6112,103,63936
45000,9000,5222,466,2794,672,8958,3442,14446
25000,0,8630,205,9707,0,9186,3434,-6162
63000,9000,451,226,4441,628,9873,439,37942
83000,0,1123,538,2642,740,7492,1783,68682
80000,5000,4121,995,9591,1418,5036,3899,49940
63000,7000,8760,848,4246,8370,5280,2651,25845
60000,7000,457,847,2201,0,8788,4018,36689
89000,0,2920,452,5465,1552,7213,4436,66962
64000,0,5672,647,8916,714,2975,4964,40112
52000,9000,8863,622,7992,6176,7486,2559,9302
83000,3000,3997,960,3871,7739,3235,4641,55557
57000,9000,2094,689,9206,66,3303,965,31677
83000,0,5806,233,8055,4648,9369,4196,50693
88000,0,2626,537,3682,0,7926,4584,68645
19000,5000,8507,637,8649,30,4952,197,-8972
81000,9000,7972,802,9860,137,6273,1212,45744
97000,9000,6236,903,5498,0,3034,4407,67922
89000,7000,852,644,8445,562,6210,329,64958
82000,9000,8356,897,7838,0,3729,3459,48721
62000,0,4191,854,7262,0,8468,397,40828
71000,5000,7412,688,9505,2006,5420,1773,39196
109000,9000,2427,326,2877,0,8039,4945,81386
67000,3000,1016,150,8726,0,6806,367,46935
44000,7000,2702,717,2556,815,5388,3973,20849
34000,9000,1582,498,7568,1013,8220,4751,1368
91000,9000,4389,699,7334,539,7086,369,61584
42000,0,6631,761,2181,0,6373,4330,21724
94000,9000,5575,896,5834,2628,4747,1930,63390
79000,0,6066,959,2544,2108,7161,2792,57370
24000,5000,9098,867,6767,9548,6024,3863,-17167
56000,7000,6016,394,9646,631,2145,1878,28290
47000,5000,7469,221,5040,4633,5960,4308,14369
63000,0,1035,716,3695,0,5241,3124,49189
67000,9000,1382,851,8323,7451,6722,3433,29838
15000,9000,4473,446,9266,3717,2653,835,-15390
88000,5000,5618,390,5122,0,7515,829,63526
56000,0,8185,971,7429,9075,7196,701,22443
45000,5000,8109,838,5531,0,6465,4494,14563
73000,0,7603,495,5433,6858,7622,437,44552
107000,0,8824,439,5991,795,9477,3094,78380
56000,5000,9964,516,3809,7349,6298,3768,19296
52000,5000,1838,637,5132,2932,7669,1310,27482
25000,7000,1842,535,2704,25,6512,3546,2836
40000,0,9,224,2197,2187,5921,2212,27250
107000,3000,9429,290,3035,0,5897,891,84458
73000,0,5152,300,6494,8162,5689,4622,42581
50000,9000,3933,232,4596,54,7388,3240,21557
106000,5000,2242,447,4208,0,2365,1276,90462
34000,7000,5158,504,8971,4657,2362,3615,1733
86000,0,8960,538,7425,2788,8662,1511,56116
16000,0,8422,556,5027,784,9574,2920,-11283
67000,5000,3581,731,5523,5384,6565,1199,39017
66000,5000,1233,153,9067,3779,8172,2603,35993
82000,5000,1102,619,4211,2338,4248,3470,61012
24000,7000,4842,660,2644,399,2853,3544,2058
108000,9000,6689,288,8375,9029,3382,2541,68696
98000,9000,6552,881,4642,6604,3689,4115,62517
96000,0,6640,302,6885,572,3149,3248,75204
89000,3000,7591,346,7759,2477,9013,4693,54121
70000,9000,9240,695,9141,2419,6468,250,32787
56000,9000,5274,590,9118,2496,5009,210,24303
103000,5000,7298,525,8690,4612,7495,3493,65887
37000,0,8775,883,9383,7079,6239,2550,2091
88000,5000,7964,597,5752,752,3211,2244,62480
76000,9000,8480,692,9186,4306,8537,3551,32248
59000,7000,9716,906,4556,929,9898,13,25982
23000,9000,7311,245,6126,921,9934,4864,-15401
62000,9000,7818,961,6744,0,5143,2628,29706
55000,0,6744,265,3368,1091,7557,1203,34772
104000,0,8998,432,6736,9767,5892,4091,68084
98000,5000,7079,830,2572,7685,9784,4769,60281
107000,9000,836,985,6477,2232,2835,783,83852
19000,5000,8806,387,5149,522,8709,4056,-13629
32000,5000,930,940,7011,5802,3098,545,8674
85000,3000,5570,477,4558,1480,6484,482,62949
56000,9000,6709,351,9282,2398,8054,1617,18589
54000,0,4728,277,9012,596,9629,4570,25188
19000,3000,5631,708,9750,0,4818,2789,-7696
110000,0,2876,950,8271,1072,9510,1486,85835
47000,3000,8495,955,4863,2188,3850,2316,21333
103000,5000,104,529,5576,0,2651,4902,84238
18000,9000,6392,745,5897,9913,5096,4934,-23977
73000,9000,7359,911,4854,0,2519,369,47988
36000,7000,1637,492,3854,29,5437,3230,14321
106000,5000,8933,878,2812,4268,3167,2770,78172
43000,3000,4983,617,5238,9345,2880,469,16468
28000,7000,1176,520,9836,0,8717,1592,-841
102000,7000,694,989,8601,0,7107,2459,75150
64000,7000,8112,274,5487,0,9978,2995,30154
78000,7000,7589,976,4246,169,2949,3069,52002
48000,3000,3562,654,5660,6664,9454,4160,14846
96000,0,6100,577,2575,522,4551,2740,78935
87000,9000,2034,607,6757,0,8665,4967,54970
66000,0,9903,940,8697,8940,5562,4672,27286
96000,9000,5785,773,5365,1521,8180,3053,62323
72000,3000,1617,572,7004,4196,5191,4433,45987
65000,5000,7127,686,4696,5918,3580,549,37444
28000,9000,5700,524,2068,0,8798,3767,-1857
20000,5000,5512,902,2673,742,3816,4599,-3244
68000,9000,5446,434,8788,3152,7748,4403,29029
55000,3000,9954,755,4635,0,9393,2327,24936
107000,7000,4997,970,2111,0,9185,4137,78600
18000,3000,2324,404,7613,5898,9507,1382,-12128
60000,9000,2098,997,9108,1573,4606,1081,31537
101000,7000,3322,585,2789,9940,2034,58,75272
75000,3000,3556,621,5189,4613,7087,707,50227
23000,3000,1942,715,7801,0,5309,1188,3045
28000,5000,8387,314,5909,1091,7444,2806,-2951
73000,3000,6447,846,2264,9879,2922,2834,44808
58000,3000,671,595,3162,4873,2038,3747,39914
34000,7000,7183,966,8544,7056,7408,1351,-5508
51000,5000,8345,827,4676,8883,3699,1440,18130
86000,7000,5629,801,9195,1283,6337,3866,51889
22000,0,59,925,6714,0,7173,3517,3612
73000,3000,6403,539,4980,0,9243,362,48473
23000,0,8666,899,3010,647,8423,1574,-219
76000,7000,3730,859,8158,0,4174,3610,48469
47000,9000,4080,569,8932,905,5148,4336,14030
78000,5000,5438,416,4021,6346,2570,3218,50991
57000,3000,6395,656,9534,360,9041,2234,25780
15000,3000,2526,929,4132,2722,9792,1453,-9554
48000,5000,6428,514,5194,3630,3172,3025,21037
63000,7000,4827,174,4952,951,7095,2267,35734
17000,9000,4662,559,2163,8481,2385,783,-11033
86000,5000,1528,699,7821,7118,5505,2998,55331
53000,9000,7709,469,6592,5391,3312,1600,18927
101000,0,6030,861,9396,583,7725,4213,72192
37000,5000,7948,358,7006,0,3558,832,12298
62000,3000,7828,837,2141,414,3580,1530,42670
75000,3000,9230,268,6504,8055,8980,93,38870
73000,0,2620,936,9218,703,9569,4116,45838
102000,0,84,551,3670,2925,2904,4727,87139
24000,0,260,571,3313,877,7342,1389,10248
78000,5000,4885,809,7334,502,3225,2298,53947
47000,3000,7624,382,3013,3828,4354,1187,23612
81000,7000,6636,595,2541,3534,7840,2786,50068
18000,3000,7781,447,2929,0,2921,4580,-3658
53000,0,7101,331,5473,5937,4885,4365,24908
73000,9000,9912,170,6779,8153,7996,2604,28386
95000,5000,5602,911,3544,2139,8527,1776,67501
79000,3000,3956,580,2167,3474,6245,1222,58356
94000,0,2168,878,6050,1384,7406,364,75750
84000,3000,4687,640,6931,0,9179,113,59450
60000,3000,4831,293,5352,0,7519,2467,36538
49000,0,8491,452,5899,414,6276,4022,23446
30000,0,5842,563,6523,8734,8097,3441,-3200
70000,7000,4005,987,5512,8822,4994,2992,35688
61000,7000,3501,903,8260,5832,7285,1329,26890
37000,9000,3529,219,5598,484,8466,1455,8249
86000,3000,3627,690,8262,1168,2473,3905,62875
67000,7000,2082,372,6794,0,9436,3900,37416
32000,7000,4514,840,6878,3700,8578,628,-138
106000,0,3729,493,9524,3428,8187,4689,75950
57000,7000,7594,811,7394,0,6555,3020,24626
33000,5000,1326,255,9040,0,6114,4276,6989
57000,3000,7381,330,8753,0,7684,2574,27278
95000,3000,3670,262,5656,589,9082,1415,71326
55000,0,5177,482,3332,776,2624,10,42599
108000,5000,6174,662,9459,0,5859,244,80602
82000,3000,5900,965,9742,956,6587,4969,49881
37000,5000,3970,491,6743,0,9317,3247,8232
103000,5000,8740,458,6053,8888,2334,4968,66559
22000,0,6197,492,4569,0,9956,462,324
93000,3000,6865,300,6799,8826,8455,3928,54827
77000,0,150,875,2216,184,9955,4853,58767
107000,3000,3943,817,5171,885,9198,3258,80728
64000,7000,5679,812,7132,2500,7852,2455,30570
36000,7000,7923,284,3924,6151,4638,1053,5027
97000,7000,3023,381,4745,9456,6068,3099,63228
38000,5000,6267,803,5956,8442,4858,2944,3730
17000,5000,8143,908,2410,7607,4165,176,-11409
90000,3000,6838,748,6608,2342,2097,147,68220
106000,3000,825,964,8006,7334,7079,3702,75090
48000,9000,1505,969,3306,5407,7858,1059,18896
61000,5000,580,988,5865,664,2751,3844,41308
24000,9000,8452,841,3931,4094,3813,2907,-9038
58000,5000,16,959,4263,8552,2187,3521,33502
21000,3000,9255,955,9510,466,3010,1812,-7008
88000,9000,402,668,7292,0,3244,2548,64846
50000,7000,9783,212,6811,0,4858,4559,16777
96000,7000,6196,677,6333,532,6691,1581,66990
55000,5000,8122,262,3681,343,4775,3592,29225
97000,7000,4712,435,9200,89,4314,4334,66916
109000,3000,1084,277,3171,6125,8920,3634,82789
66000,3000,8750,220,7952,835,3696,4673,36874
22000,0,4137,806,8894,3944,8205,3167,-7153
14000,0,1153,209,3927,278,2009,1584,4840
16000,0,3060,552,3312,914,7871,1019,-728
103000,9000,3696,304,6922,2526,7580,2418,70554
61000,0,3544,770,6627,6371,2364,4110,37214
55000,9000,963,895,2209,1864,7467,2180,30422
100000,9000,8789,354,5619,1779,8583,382,65494
99000,7000,1467,477,8924,970,8030,2310,69822
24000,5000,8092,669,3032,5405,6207,4970,-9375
99000,7000,1975,529,3326,250,2270,2813,80837
54000,5000,7582,245,2582,773,3979,850,32989
54000,3000,7396,630,3082,2681,7787,3521,25903
15000,9000,7718,666,3055,0,2447,4012,-11898
107000,0,7143,618,4967,0,3830,3091,87351
54000,3000,3349,838,7560,1823,6113,4259,27058
73000,7000,9534,228,7783,9508,5064,3854,30029
78000,7000,4278,469,5578,5345,7539,3996,43795
35000,3000,4473,345,4882,102,3227,3994,14977
96000,9000,1958,863,8993,0,9975,3039,62172
36000,3000,561,389,8322,0,4079,528,19121
96000,9000,3482,608,6166,0,3284,650,72810
17000,3000,3404,884,4135,337,6060,1044,-1864
20000,0,5180,813,2639,2686,9956,4935,-6209
50000,9000,6718,539,2895,4448,3529,3828,19043
73000,9000,5082,846,2017,6165,7431,2110,40349
79000,0,2796,832,7545,9469,4055,3507,50796
27000,0,2003,676,9534,4129,7284,1854,1520
99000,7000,4332,914,6935,484,2457,1089,75789
32000,9000,6910,458,8251,0,5421,1071,889
76000,7000,319,533,6080,4863,5211,815,51179
35000,5000,3850,902,6987,5775,7534,4688,264
35000,9000,9610,353,2240,8115,4102,60,1520
56000,0,7511,874,9770,0,2046,963,34836
20000,9000,2469,835,2023,3526,8301,562,-6716
96000,0,1981,542,5282,0,3861,2172,82162
95000,3000,6238,272,4986,2329,6551,3118,68506
49000,7000,4666,733,4081,4231,2733,2120,23436
96000,3000,9531,271,9845,5484,8567,2382,56920
47000,9000,7182,483,6814,0,4689,595,18237
61000,3000,5119,945,6465,818,5318,4559,34776
105000,9000,6621,499,4743,0,5427,2872,75838
75000,7000,7794,638,4064,0,9019,3769,42716
75000,5000,5003,670,6623,3748,5748,2923,45285
94000,7000,1500,602,3266,340,8419,1512,71361
41000,3000,5284,238,7422,0,2315,4714,18027
84000,3000,2108,305,7907,968,4840,4934,59938
79000,0,9493,520,2598,93,4490,3606,58200
92000,5000,9970,270,5796,8678,9792,4415,48079
86000,0,9103,480,2298,0,8265,3045,62809
85000,7000,185,720,4118,1089,2629,1565,67694
81000,5000,4674,388,2078,8413,7483,1720,51244
109000,7000,526,772,8514,449,2097,4552,85090
108000,7000,5228,942,6117,653,7257,3003,77800
88000,3000,1819,509,2626,6010,6716,567,66753
103000,5000,5840,954,4415,0,3804,3168,79819
47000,5000,1389,283,6926,0,7385,2587,23430
58000,0,9401,360,4686,2783,2112,3389,35269
19000,5000,6660,538,6117,7602,9761,3631,-20309
20000,0,3692,811,3332,2930,4032,2223,2980
66000,5000,7014,961,2127,0,3442,916,46540
83000,0,8314,336,6366,1801,5277,2665,58241
20000,9000,907,939,3287,9614,9457,4073,-17277
73000,7000,6127,516,6108,0,4077,1798,47374
96000,3000,1978,155,7245,6529,5815,499,70779
40000,3000,422,317,7202,775,4827,2914,20543
33000,0,2054,281,3994,0,2203,1837,22631
27000,0,5550,973,5039,42,8977,2623,3796
39000,3000,2704,857,6208,6074,6687,3913,9557
93000,9000,6366,408,5599,5257,9296,735,56339
48000,0,5166,603,4814,0,7125,4835,25457
47000,0,2122,815,8737,63,8576,2625,24062
20000,9000,8649,610,7831,633,7291,1781,-15795
38000,7000,5451,229,7208,842,4613,3300,9357
75000,3000,1829,796,2705,984,4804,1072,59810
35000,0,1928,176,9412,1152,4452,2243,15637
33000,3000,329,158,4177,154,9299,3648,12235
92000,7000,2845,859,9327,0,8255,1081,62633
83000,3000,8021,385,4866,0,7192,4856,54680
74000,9000,2438,461,3814,0,3493,1608,53186
89000,9000,9812,462,3302,1429,5850,4587,54558
99000,9000,7354,520,5229,3268,7491,3568,62570
88000,3000,1762,865,2385,345,3292,3644,72707
53000,7000,7074,472,5857,4621,5043,2644,20289
78000,5000,5832,682,8732,614,3392,2848,50900
108000,9000,3372,752,7647,6825,2367,2689,75348
108000,5000,2417,484,5074,9081,8459,1107,76378
78000,3000,636,676,2471,0,8236,3996,58985
43000,9000,7195,705,2536,415,9798,3138,10213
